BuildingType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,NumberOfPropertyUseTypes,PrimaryProperty,SecondLargest,ThirdLargest,NombreAnnees
NONRESIDENTIAL,7,DOWNTOWN,1906,1.0,4,0,43484,26416.0,9531.0,7537.0,18.0,1567040.75,10.92,3,STORAGE,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,110
NONRESIDENTIAL,2,DOWNTOWN,1900,1.0,3,0,22480,10800.0,10800.0,7200.0,,981009.125,6.84,3,MIXED USE,OTHER SERVICES AND FACILITIES,RETAIL AND PERSONAL SERVICES,116
NONRESIDENTIAL,2,DOWNTOWN,1925,1.0,4,0,33018,23193.0,6165.0,0.0,49.0,4857581.5,173.67,2,HOTEL,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,91
NONRESIDENTIAL,2,DOWNTOWN,1970,1.0,2,0,26510,30800.0,0.0,0.0,91.0,987063.6875,11.18,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,46
NONRESIDENTIAL,4,LAKE UNION,1938,1.0,1,0,40028,33222.0,10208.0,6200.0,80.0,942415.1875,6.76,3,STORAGE,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,78
NONRESIDENTIAL,4,LAKE UNION,2007,1.0,3,18228,26282,26282.0,18228.0,0.0,23.0,2188051.25,15.25,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,9
NONRESIDENTIAL,5,NORTH,1954,1.0,1,0,21624,21624.0,0.0,0.0,90.0,666687.5,20.96,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,62
SPS-DISTRICT K-12,6,NORTHWEST,1970,1.0,1,0,42239,48799.0,0.0,0.0,83.0,2145603.5,72.69,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,46
SPS-DISTRICT K-12,6,NORTHWEST,1925,1.0,3,0,51360,51026.0,0.0,0.0,89.0,1403094.75,30.22,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,91
NONRESIDENTIAL,2,DOWNTOWN,1993,0.0,3,0,21600,11600.0,10000.0,0.0,,1539176.625,32.42,2,OFFICE AND BUSINESS,FOOD AND BEVERAGE,NOT CONCERNED,23
NONRESIDENTIAL,2,DOWNTOWN,1909,1.0,3,0,20620,10060.0,5280.0,5280.0,,747456.875,20.78,3,MIXED USE,RETAIL AND PERSONAL SERVICES,ENTERTAINMENT AND LEISURE,107
NONRESIDENTIAL,2,DOWNTOWN,1910,1.0,5,0,40552,40552.0,0.0,0.0,99.0,1200180.875,53.25,1,HOTEL,NOT CONCERNED,NOT CONCERNED,106
NONRESIDENTIAL,2,DOWNTOWN,1909,1.0,3,0,31432,23059.0,7125.0,1248.0,,1439572.375,10.04,3,OFFICE AND BUSINESS,OTHER SERVICES AND FACILITIES,RESIDENTIAL AND HOUSING,107
NONRESIDENTIAL,2,DOWNTOWN,1917,1.0,2,0,24550,13500.0,11050.0,0.0,100.0,977230.3125,6.73,2,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,NOT CONCERNED,99
SPS-DISTRICT K-12,4,LAKE UNION,2000,1.0,2,0,61052,61052.0,0.0,0.0,80.0,2366929.5,47.78,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,16
NONRESIDENTIAL,3,CENTRAL,1908,1.0,3,0,25864,13364.0,8420.0,0.0,,1028277.313,34.61,2,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,NOT CONCERNED,108
NONRESIDENTIAL,4,NORTHEAST,1924,1.0,3,0,20686,20686.0,0.0,0.0,,1207504.0,42.71,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,92
NONRESIDENTIAL,4,NORTHEAST,1929,1.0,3,0,22124,22124.0,0.0,0.0,82.0,637685.0,4.45,1,RESIDENTIAL AND HOUSING,NOT CONCERNED,NOT CONCERNED,87
NONRESIDENTIAL,4,NORTHEAST,1926,1.0,3,0,27487,27487.0,0.0,0.0,82.0,1594504.875,65.95,1,RESIDENTIAL AND HOUSING,NOT CONCERNED,NOT CONCERNED,90
NONRESIDENTIAL,4,NORTHEAST,1926,1.0,4,0,23616,23616.0,0.0,0.0,55.0,1656420.25,53.65,1,RESIDENTIAL AND HOUSING,NOT CONCERNED,NOT CONCERNED,90
NONRESIDENTIAL,4,NORTHEAST,1976,1.0,3,0,33448,33448.0,0.0,0.0,78.0,998633.5,6.96,1,RESIDENTIAL AND HOUSING,NOT CONCERNED,NOT CONCERNED,40
NONRESIDENTIAL COS,2,EAST,2005,0.0,2,7120,22388,11074.0,8183.0,6569.0,,2217620.0,81.24,6,MIXED USE,HEALTH AND MEDICAL,PARKING,11
NONRESIDENTIAL,3,CENTRAL,1987,1.0,2,0,74840,74840.0,0.0,0.0,48.0,8268496.5,249.46,1,HEALTH AND MEDICAL,NOT CONCERNED,NOT CONCERNED,29
NONRESIDENTIAL COS,3,CENTRAL,1913,1.0,3,0,20992,24600.0,4625.0,1665.0,,2473302.0,104.74,3,OTHER SERVICES AND FACILITIES,ENTERTAINMENT AND LEISURE,EDUCATION,103
NONRESIDENTIAL,3,CENTRAL,1925,1.0,2,0,22344,22344.0,0.0,0.0,40.0,1522596.75,55.23,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,91
NONRESIDENTIAL,3,EAST,1921,1.0,3,0,31900,26000.0,0.0,0.0,,2466100.0,96.2,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,95
NONRESIDENTIAL COS,6,BALLARD,1950,1.0,2,0,29417,18489.0,8946.0,1445.0,,1631479.125,56.25,4,OTHER SERVICES AND FACILITIES,HEALTH AND MEDICAL,EDUCATION,66
NONRESIDENTIAL,2,DOWNTOWN,1909,1.0,3,0,49299,24099.0,23632.0,5320.0,,4729846.5,9.23,3,MIXED USE,RESIDENTIAL AND HOUSING,FOOD AND BEVERAGE,107
NONRESIDENTIAL,3,EAST,1988,1.0,2,0,21036,11021.0,8164.0,7280.0,,2735811.5,78.36,5,MIXED USE,HEALTH AND MEDICAL,OFFICE AND BUSINESS,28
NONRESIDENTIAL,4,NORTHEAST,1999,1.0,2,0,32928,24288.0,16710.0,16128.0,9.0,5652231.0,39.4,4,MIXED USE,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,17
NONRESIDENTIAL,4,NORTHEAST,1954,1.0,2,0,20039,20039.0,0.0,0.0,100.0,104722.2969,0.73,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,62
SPS-DISTRICT K-12,4,NORTHEAST,1928,1.0,2,0,54943,57247.0,0.0,0.0,94.0,2155390.25,83.76,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,88
NONRESIDENTIAL,2,GREATER DUWAMISH,1960,1.0,1,0,44476,41256.0,0.0,0.0,33.0,1368120.5,29.7,1,STORAGE,NOT CONCERNED,NOT CONCERNED,56
NONRESIDENTIAL,2,GREATER DUWAMISH,1969,1.0,1,0,35017,19785.0,10234.0,0.0,66.0,1295485.25,27.06,3,OFFICE AND BUSINESS,STORAGE,PARKING,47
NONRESIDENTIAL,4,NORTHEAST,1950,1.0,3,0,29084,26000.0,0.0,0.0,66.0,1632498.625,60.83,1,RESIDENTIAL AND HOUSING,NOT CONCERNED,NOT CONCERNED,66
NONRESIDENTIAL,3,SOUTHEAST,1963,1.0,2,0,22952,22962.0,0.0,0.0,98.0,470666.6875,19.28,2,OTHER SERVICES AND FACILITIES,PARKING,NOT CONCERNED,53
NONRESIDENTIAL,2,GREATER DUWAMISH,1976,1.0,1,0,21040,21040.0,0.0,0.0,43.0,592088.125,19.14,1,STORAGE,NOT CONCERNED,NOT CONCERNED,40
NONRESIDENTIAL,2,GREATER DUWAMISH,1951,1.0,2,0,28032,30000.0,0.0,0.0,52.0,1321065.0,46.61,1,STORAGE,NOT CONCERNED,NOT CONCERNED,65
NONRESIDENTIAL,2,GREATER DUWAMISH,1974,1.0,1,0,25620,25620.0,0.0,0.0,82.0,550324.1875,20.46,1,STORAGE,NOT CONCERNED,NOT CONCERNED,42
NONRESIDENTIAL,2,DOWNTOWN,1992,1.0,3,0,33238,33238.0,0.0,0.0,14.0,1632472.0,11.38,1,STORAGE,NOT CONCERNED,NOT CONCERNED,24
NONRESIDENTIAL,3,EAST,1912,1.0,4,0,27800,11093.0,0.0,0.0,8.0,1181428.75,38.36,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,104
NONRESIDENTIAL,7,DOWNTOWN,2000,1.0,6,0,706176,222807.0,78049.0,5171.0,82.0,13270687.0,92.52,3,OFFICE AND BUSINESS,PARKING,OFFICE AND BUSINESS,16
NONRESIDENTIAL,1,SOUTHWEST,1998,1.0,1,0,33706,31746.0,0.0,0.0,22.0,8687690.0,206.33,1,FOOD AND BEVERAGE,NOT CONCERNED,NOT CONCERNED,18
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1961,1.0,2,0,37600,18400.0,16200.0,3000.0,,2171751.5,93.55,3,MIXED USE,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,55
SPS-DISTRICT K-12,5,NORTHWEST,1954,1.0,1,0,42128,42128.0,0.0,0.0,93.0,1709307.5,49.55,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,62
SPS-DISTRICT K-12,6,BALLARD,1932,1.0,2,0,44753,46545.0,0.0,0.0,96.0,1638691.625,61.25,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,84
NONRESIDENTIAL,5,NORTH,1948,1.0,2,0,47237,47661.0,0.0,0.0,,5981430.0,41.7,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,68
SPS-DISTRICT K-12,6,BALLARD,1989,1.0,2,0,57298,60882.0,0.0,0.0,91.0,1586388.75,11.06,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,27
NONRESIDENTIAL,4,NORTHEAST,1997,1.0,1,38585,38000,41447.0,0.0,0.0,18.0,13906080.0,364.27,2,FOOD AND BEVERAGE,PARKING,NOT CONCERNED,19
NONRESIDENTIAL,4,NORTHEAST,1938,1.0,3,0,26373,26373.0,0.0,0.0,75.0,964236.0,38.18,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,78
NONRESIDENTIAL,3,CENTRAL,1956,6.0,2,0,75868,50379.0,12622.0,6662.0,,3605749.75,25.14,4,OFFICE AND BUSINESS,FOOD AND BEVERAGE,RETAIL AND PERSONAL SERVICES,60
NONRESIDENTIAL,3,EAST,1947,1.0,2,0,21656,5656.0,5561.0,5090.0,,1607972.25,51.89,5,MIXED USE,OTHER SERVICES AND FACILITIES,FOOD AND BEVERAGE,69
NONRESIDENTIAL COS,7,MAGNOLIA / QUEEN ANNE,1921,1.0,3,0,23040,23040.0,0.0,0.0,,421430.0,2.94,1,STORAGE,NOT CONCERNED,NOT CONCERNED,95
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1956,1.0,2,0,36771,34856.0,0.0,0.0,,5447076.5,37.97,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,60
NONRESIDENTIAL,1,GREATER DUWAMISH,1977,1.0,1,0,24024,14314.0,9710.0,0.0,,375773.5938,2.62,2,STORAGE,OTHER SERVICES AND FACILITIES,NOT CONCERNED,39
NONRESIDENTIAL,1,GREATER DUWAMISH,1953,1.0,1,0,42420,27420.0,10000.0,5000.0,34.0,965425.1875,29.39,3,STORAGE,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,63
NONRESIDENTIAL,1,GREATER DUWAMISH,1979,1.0,1,0,36982,34382.0,2600.0,0.0,,374753.8125,6.88,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,37
NONRESIDENTIAL,1,GREATER DUWAMISH,1964,1.0,2,0,23400,20002.0,3374.0,0.0,,439266.9063,3.06,3,STORAGE,OFFICE AND BUSINESS,PARKING,52
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1948,1.0,2,0,30720,28120.0,1600.0,1000.0,,1683064.25,67.15,3,OTHER SERVICES AND FACILITIES,PARKING,OFFICE AND BUSINESS,68
NONRESIDENTIAL,2,GREATER DUWAMISH,1972,1.0,1,0,23232,23232.0,0.0,0.0,,127374.0,0.89,1,STORAGE,NOT CONCERNED,NOT CONCERNED,44
NONRESIDENTIAL,2,GREATER DUWAMISH,1974,1.0,1,0,35046,32546.0,0.0,0.0,100.0,1063269.125,17.65,1,STORAGE,NOT CONCERNED,NOT CONCERNED,42
NONRESIDENTIAL,2,GREATER DUWAMISH,1961,1.0,1,0,25577,13349.0,8228.0,4000.0,,895784.6875,14.19,3,STORAGE,STORAGE,OFFICE AND BUSINESS,55
NONRESIDENTIAL,2,GREATER DUWAMISH,1974,1.0,1,0,43380,42844.0,0.0,0.0,89.0,405062.0,2.82,1,STORAGE,NOT CONCERNED,NOT CONCERNED,42
NONRESIDENTIAL,4,LAKE UNION,1995,1.0,3,0,20410,20410.0,0.0,0.0,8.0,2720238.25,77.84,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,21
NONRESIDENTIAL,5,NORTHWEST,1983,1.0,3,6300,18396,18396.0,6300.0,0.0,87.0,624125.625,4.35,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,33
SPS-DISTRICT K-12,5,NORTHWEST,1956,1.0,1,0,45174,45174.0,0.0,0.0,84.0,1980825.25,68.89,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,60
NONRESIDENTIAL,5,NORTHWEST,2002,1.0,1,0,24955,24955.0,0.0,0.0,47.0,689803.0,21.87,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,14
NONRESIDENTIAL,3,CENTRAL,1991,1.0,3,0,34074,34074.0,0.0,0.0,,8521989.0,286.33,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,25
NONRESIDENTIAL,7,DOWNTOWN,2006,0.0,10,22225,370327,198400.0,52400.0,0.0,23.0,17457560.0,423.57,2,HOTEL,PARKING,NOT CONCERNED,10
NONRESIDENTIAL,5,NORTH,1961,1.0,2,0,76475,45442.0,31033.0,0.0,,1765813.625,67.33,2,OTHER SERVICES AND FACILITIES,EDUCATION,NOT CONCERNED,55
NONRESIDENTIAL,5,NORTH,1988,1.0,2,0,32961,32961.0,0.0,0.0,86.0,1573155.0,62.94,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,28
NONRESIDENTIAL COS,6,NORTHWEST,2004,1.0,1,14570,12806,12806.0,0.0,0.0,,1082920.125,26.67,2,OTHER SERVICES AND FACILITIES,PARKING,NOT CONCERNED,12
CAMPUS,3,CENTRAL,1950,1.0,1,0,109794,109794.0,0.0,0.0,87.0,3296526.25,115.34,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,66
NONRESIDENTIAL,3,CENTRAL,1911,1.0,3,0,25200,25200.0,0.0,0.0,,1242666.25,53.02,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,105
NONRESIDENTIAL,5,NORTH,1996,1.0,1,0,44755,46978.0,0.0,0.0,56.0,11521140.0,338.58,1,FOOD AND BEVERAGE,NOT CONCERNED,NOT CONCERNED,20
NONRESIDENTIAL,3,EAST,1907,1.0,2,0,22320,22320.0,0.0,0.0,,209644.9063,4.8,4,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,109
NONRESIDENTIAL,3,EAST,1912,1.0,3,0,24000,12000.0,6000.0,6000.0,,932083.5,9.09,3,MIXED USE,OTHER SERVICES AND FACILITIES,RETAIL AND PERSONAL SERVICES,104
NONRESIDENTIAL,3,EAST,1920,1.0,3,0,23422,23422.0,0.0,0.0,65.0,2701872.0,128.07,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,96
NONRESIDENTIAL,3,EAST,1975,5.0,2,11328,27551,38879.0,0.0,0.0,,3371659.75,28.79,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,41
NONRESIDENTIAL,3,EAST,1998,1.0,5,14625,38409,22486.0,14257.0,13308.0,93.0,3392129.0,83.65,3,MIXED USE,FOOD AND BEVERAGE,PARKING,18
NONRESIDENTIAL,3,EAST,1920,1.0,2,0,23040,23040.0,0.0,0.0,99.0,79711.79688,0.87,1,STORAGE,NOT CONCERNED,NOT CONCERNED,96
NONRESIDENTIAL,3,EAST,1958,1.0,2,0,61880,61880.0,0.0,0.0,66.0,595936.5,4.15,1,STORAGE,NOT CONCERNED,NOT CONCERNED,58
NONRESIDENTIAL,3,EAST,1925,1.0,2,0,27938,13917.0,13188.0,0.0,97.0,1027394.313,7.31,2,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,91
NONRESIDENTIAL,4,NORTHEAST,1924,1.0,2,0,21600,32580.0,9650.0,0.0,,1623657.0,11.32,2,OTHER SERVICES AND FACILITIES,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,92
NONRESIDENTIAL COS,4,NORTHEAST,1929,1.0,3,0,27908,21886.0,0.0,0.0,,2028125.625,63.22,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,87
CAMPUS,3,CENTRAL,2000,1.0,2,0,30562,30562.0,0.0,0.0,69.0,1622231.375,55.73,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,16
NONRESIDENTIAL,2,DOWNTOWN,2000,1.0,3,0,54969,54969.0,0.0,0.0,67.0,3724098.25,39.31,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,16
NONRESIDENTIAL,3,CENTRAL,1951,1.0,2,0,36825,44340.0,10415.0,4925.0,,1755072.75,51.14,4,EDUCATION,OTHER SERVICES AND FACILITIES,ENTERTAINMENT AND LEISURE,65
NONRESIDENTIAL,3,EAST,1958,1.0,3,0,25834,31822.0,0.0,0.0,73.0,2076289.625,54.02,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,58
NONRESIDENTIAL,3,EAST,1929,1.0,1,0,37700,52225.0,0.0,0.0,38.0,3481727.5,150.23,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,87
SPS-DISTRICT K-12,3,EAST,1925,1.0,2,0,27273,27273.0,0.0,0.0,90.0,1258619.125,46.7,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,91
NONRESIDENTIAL,3,CENTRAL,2004,1.0,6,0,97229,45300.0,35973.0,16956.0,100.0,1021754.688,7.12,3,MIXED USE,PARKING,RETAIL AND PERSONAL SERVICES,12
NONRESIDENTIAL,5,NORTHWEST,1982,1.0,3,0,25111,14256.0,7850.0,0.0,77.0,954352.6875,24.97,3,OFFICE AND BUSINESS,STORAGE,PARKING,34
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1953,1.0,2,0,31805,31805.0,0.0,0.0,10.0,1641667.0,68.39,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,63
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1953,1.0,1,0,20811,20811.0,0.0,0.0,95.0,1267348.5,43.97,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,63
NONRESIDENTIAL COS,2,GREATER DUWAMISH,1967,1.0,2,0,22058,12644.0,7286.0,0.0,1.0,1987334.75,66.43,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,49
NONRESIDENTIAL,2,GREATER DUWAMISH,1970,1.0,1,0,22890,43452.0,2890.0,0.0,,10005787.0,119.76,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,46
NONRESIDENTIAL,2,GREATER DUWAMISH,1907,1.0,5,0,36000,36000.0,0.0,0.0,,1111293.75,43.04,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,109
NONRESIDENTIAL,2,GREATER DUWAMISH,1971,1.0,1,0,28320,28320.0,0.0,0.0,1.0,4236396.5,67.96,2,STORAGE,PARKING,NOT CONCERNED,45
NONRESIDENTIAL,4,NORTHEAST,1955,1.0,1,0,29079,29079.0,0.0,0.0,78.0,861643.6875,22.18,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,61
NONRESIDENTIAL,3,EAST,1982,1.0,3,9616,19232,19232.0,9616.0,0.0,82.0,726917.5,5.07,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,34
NONRESIDENTIAL,6,BALLARD,1988,1.0,2,0,20535,13600.0,8200.0,0.0,7.0,1835804.0,38.71,2,OFFICE AND BUSINESS,STORAGE,NOT CONCERNED,28
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1985,1.0,2,0,43025,29527.0,13498.0,0.0,,9393108.0,255.97,2,HEALTH AND MEDICAL,OTHER SERVICES AND FACILITIES,NOT CONCERNED,31
NONRESIDENTIAL,2,GREATER DUWAMISH,1965,1.0,1,0,30800,30800.0,0.0,0.0,65.0,485971.0,3.39,1,STORAGE,NOT CONCERNED,NOT CONCERNED,51
NONRESIDENTIAL,3,EAST,1900,1.0,3,0,22168,11084.0,11084.0,0.0,,1784385.25,49.44,2,MIXED USE,ENTERTAINMENT AND LEISURE,NOT CONCERNED,116
NONRESIDENTIAL,2,GREATER DUWAMISH,1922,1.0,1,0,37400,27271.0,5706.0,4473.0,73.0,924192.6875,7.8,3,STORAGE,FOOD AND BEVERAGE,STORAGE,94
NONRESIDENTIAL,2,DOWNTOWN,2000,1.0,11,0,268130,268130.0,0.0,0.0,88.0,15026352.0,106.86,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,16
NONRESIDENTIAL,2,DOWNTOWN,2000,1.0,11,0,68452,61665.0,6787.0,0.0,79.0,3782378.25,26.37,2,OFFICE AND BUSINESS,OFFICE AND BUSINESS,NOT CONCERNED,16
NONRESIDENTIAL,2,DOWNTOWN,2000,1.0,11,0,273185,281566.0,0.0,0.0,88.0,14709151.0,102.54,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,16
NONRESIDENTIAL,4,NORTHEAST,1924,1.0,3,0,97500,97500.0,0.0,0.0,97.0,3736960.0,156.45,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,92
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1982,1.0,5,0,54015,54015.0,0.0,0.0,75.0,3020001.5,21.05,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,34
NONRESIDENTIAL,7,DOWNTOWN,1982,0.0,24,0,119701,102878.0,16823.0,0.0,67.0,8382140.5,58.44,2,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,34
NONRESIDENTIAL COS,5,NORTH,1965,1.0,1,0,24697,15300.0,4717.0,0.0,,1295685.75,29.18,2,OTHER SERVICES AND FACILITIES,OTHER SERVICES AND FACILITIES,NOT CONCERNED,51
NONRESIDENTIAL,3,CENTRAL,2013,2.0,1,0,57468,67750.0,0.0,0.0,,3543985.5,89.8,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,3
NONRESIDENTIAL,3,EAST,2006,1.0,5,0,84000,84300.0,0.0,0.0,,12184124.0,441.94,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,10
NONRESIDENTIAL,7,DOWNTOWN,1991,1.0,3,0,103000,103000.0,0.0,0.0,89.0,5214621.5,81.18,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,25
NONRESIDENTIAL,1,SOUTHWEST,2008,1.0,1,0,37864,37864.0,0.0,0.0,61.0,8025696.0,176.75,1,FOOD AND BEVERAGE,NOT CONCERNED,NOT CONCERNED,8
NONRESIDENTIAL,3,EAST,1950,1.0,2,0,66497,66497.0,0.0,0.0,84.0,9290214.0,72.02,1,FOOD AND BEVERAGE,NOT CONCERNED,NOT CONCERNED,66
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,2006,1.0,4,0,34010,38428.0,0.0,0.0,,3560614.25,24.82,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,10
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,2006,1.0,4,0,45980,45980.0,0.0,0.0,79.0,8305255.0,193.36,1,FOOD AND BEVERAGE,NOT CONCERNED,NOT CONCERNED,10
NONRESIDENTIAL,3,EAST,1996,0.0,3,0,45743,45243.0,0.0,0.0,88.0,5313217.0,83.45,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,20
NONRESIDENTIAL,3,CENTRAL,1991,1.0,1,0,45000,45000.0,0.0,0.0,,3505497.0,137.66,2,OTHER SERVICES AND FACILITIES,ENTERTAINMENT AND LEISURE,NOT CONCERNED,25
NONRESIDENTIAL,2,GREATER DUWAMISH,1999,1.0,6,0,333698,432903.0,333698.0,0.0,,13730204.0,295.42,2,OTHER SERVICES AND FACILITIES,ENTERTAINMENT AND LEISURE,NOT CONCERNED,17
NONRESIDENTIAL,2,GREATER DUWAMISH,1904,1.0,4,0,72859,72859.0,0.0,0.0,55.0,1498457.875,12.43,1,STORAGE,NOT CONCERNED,NOT CONCERNED,112
SPS-DISTRICT K-12,2,SOUTHEAST,2009,1.0,2,0,138705,138705.0,0.0,0.0,84.0,4959298.0,124.77,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,7
NONRESIDENTIAL,2,GREATER DUWAMISH,2004,1.0,3,0,21947,14877.0,12023.0,4920.0,,1554599.25,37.83,3,MIXED USE,OFFICE AND BUSINESS,PARKING,12
NONRESIDENTIAL,4,NORTHEAST,1940,1.0,0,0,384772,349953.0,63872.0,0.0,69.0,15206762.0,391.7,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,76
NONRESIDENTIAL,4,NORTHEAST,1960,1.0,0,0,30287,28050.0,0.0,0.0,32.0,2193115.0,32.72,1,HEALTH AND MEDICAL,NOT CONCERNED,NOT CONCERNED,56
NONRESIDENTIAL,4,NORTHEAST,1960,1.0,0,0,21931,31845.0,31845.0,0.0,32.0,3947209.25,145.11,1,OFFICE AND BUSINESS,OFFICE AND BUSINESS,NOT CONCERNED,56
NONRESIDENTIAL,7,DOWNTOWN,1985,1.0,6,0,73102,92723.0,18364.0,0.0,84.0,4307238.5,30.03,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,31
NONRESIDENTIAL,3,EAST,1916,1.0,2,59401,81422,89820.0,64000.0,41014.0,,2762846.0,28.85,7,MIXED USE,FOOD AND BEVERAGE,RESIDENTIAL AND HOUSING,100
NONRESIDENTIAL COS,2,GREATER DUWAMISH,1966,5.0,1,0,87458,41097.0,39772.0,6275.0,,8475238.0,270.63,4,MIXED USE,STORAGE,OTHER SERVICES AND FACILITIES,50
NONRESIDENTIAL,5,NORTH,2011,1.0,1,0,51400,51841.0,0.0,0.0,74.0,11702959.0,303.69,2,FOOD AND BEVERAGE,PARKING,NOT CONCERNED,5
NONRESIDENTIAL,4,LAKE UNION,1993,1.0,1,0,26263,26263.0,0.0,0.0,64.0,1634669.375,11.4,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,23
NONRESIDENTIAL COS,2,GREATER DUWAMISH,1906,1.0,2,0,39212,39212.0,0.0,0.0,,72370.39844,0.5,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,110
NONRESIDENTIAL COS,3,CENTRAL,1968,0.0,1,0,21400,11737.0,9003.0,0.0,,5170809.5,158.6,3,OTHER SERVICES AND FACILITIES,HEALTH AND MEDICAL,ENTERTAINMENT AND LEISURE,48
